date,id,value,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,store_id,item_id,sell_price,cat_id,dept_id,state_id,week,day,quarter
19-06-2016,HOUSEHOLD_2_014_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_014,5.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_015_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_015,4.44,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_015_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_015,4.44,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_016_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_016,1.62,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_016_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_016,1.62,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_017_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_017,3.72,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_017_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_017,3.72,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_018_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_018,7.94,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_018_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_018,7.94,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_019_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_019,9.47,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_019_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_019,9.47,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_020_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_020,8.47,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_020_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_020,8.47,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_021_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_021,4.47,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_021_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_021,4.47,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_022_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_022,5.64,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_022_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_022,5.64,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_023_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_023,3.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_023_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_023,3.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_024_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_024,2.22,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_024_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_024,2.22,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_025_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_025,4.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_025_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_025,4.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_026_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_026,3.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_026_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_026,3.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_027_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_027,4.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_027_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_027,4.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_028_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_028,5.94,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_028_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_028,5.94,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_029_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_029,10.43,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_029_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_029,10.43,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_030_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_030,3.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_030_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_030,3.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_031_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_031,5.94,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_031_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_031,5.94,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_032_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_032,9.43,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_032_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_032,9.43,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_033_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_033,6.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_033_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_033,6.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_034_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_034,11.84,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_034_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_034,11.84,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_035_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_035,5.94,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_035_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_035,5.94,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_036_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_036,3.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_036_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_036,3.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_037_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_037,11.84,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_037_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_037,11.84,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_038_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_038,5.94,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_038_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_038,5.94,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_039_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_039,10.72,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_039_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_039,10.72,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_040_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_040,3.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_040_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_040,3.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_041_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_041,4.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_041_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_041,4.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_042_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_042,3.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_042_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_042,3.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_043_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_043,4.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_043_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_043,4.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_044_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_044,3.48,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_044_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_044,3.48,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_045_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_045,8.64,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_045_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_045,8.64,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_046_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_046,6.94,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_046_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_046,6.94,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_047_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_047,3.67,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_047_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_047,3.67,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_048_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_048,3.94,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_048_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_048,3.94,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_049_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_049,3.42,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_049_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_049,3.42,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_050_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_050,8.48,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_050_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_050,8.48,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_051_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_051,9.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_051_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_051,9.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_052_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_052,4.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_052_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_052,4.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_053_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_053,1.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_053_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_053,1.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_054_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_054,4.87,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_054_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_054,4.87,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_055_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_055,8.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_055_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_055,8.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_056_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_056,5.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_056_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_056,5.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_057_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_057,4.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_057_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_057,4.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_058_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_058,9.97,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_058_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_058,9.97,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_059_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_059,3.48,HOUSEHOLD,2,WI,24,18,2
19-06-2016,HOUSEHOLD_2_059_WI_2_validation,0,11621,Sunday,2,6,2016,NBAFinalsEnd,Sporting,Father's day,Cultural,0,0,0,WI_2,HOUSEHOLD_2_059,3.48,HOUSEHOLD,2,WI,24,19,2
18-06-2016,HOUSEHOLD_2_060_WI_2_validation,0,11621,Saturday,1,6,2016,unknown,unknown,unknown,unknown,0,0,0,WI_2,HOUSEHOLD_2_060,7.96,HOUSEHOLD,2,WI,24,18,2
