date,id,value,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,store_id,item_id,sell_price,cat_id,dept_id,state_id,week,day,quarter
30-01-2011,HOBBIES_1_022_CA_1_validation,1,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_022,6.86,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_022_CA_1_validation,1,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_022,6.86,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_022_CA_1_validation,1,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_022,6.86,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_022_CA_1_validation,0,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_022,6.86,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_022_CA_1_validation,0,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_022,6.86,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_022_CA_1_validation,1,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_022,6.86,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_023_CA_1_validation,2,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_023,3.44,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_023_CA_1_validation,1,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_023,3.44,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_023_CA_1_validation,0,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_023,3.44,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_023_CA_1_validation,0,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_023,3.44,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_023_CA_1_validation,2,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_023,3.44,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_023_CA_1_validation,1,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_023,3.44,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_023_CA_1_validation,3,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_023,3.44,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_028_CA_1_validation,0,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_028,6.67,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_028_CA_1_validation,0,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_028,6.67,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_028_CA_1_validation,0,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_028,6.67,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_028_CA_1_validation,0,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_028,6.67,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_028_CA_1_validation,1,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_028,6.67,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_028_CA_1_validation,2,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_028,6.67,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_028_CA_1_validation,1,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_028,6.67,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_029_CA_1_validation,2,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_029,7.44,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_029_CA_1_validation,0,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_029,7.44,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_029_CA_1_validation,3,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_029,7.44,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_029_CA_1_validation,0,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_029,7.44,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_029_CA_1_validation,0,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_029,7.44,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_029_CA_1_validation,2,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_029,7.44,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_029_CA_1_validation,2,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_029,7.44,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_032_CA_1_validation,9,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_032,0.47,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_032_CA_1_validation,0,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_032,0.47,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_032_CA_1_validation,5,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_032,0.47,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_032_CA_1_validation,16,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_032,0.47,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_032_CA_1_validation,8,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_032,0.47,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_032_CA_1_validation,9,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_032,0.47,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_032_CA_1_validation,26,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_032,0.47,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_036_CA_1_validation,2,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_036,0.96,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_036_CA_1_validation,1,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_036,0.96,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_036_CA_1_validation,0,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_036,0.96,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_036_CA_1_validation,0,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_036,0.96,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_036_CA_1_validation,0,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_036,0.96,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_036_CA_1_validation,0,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_036,0.96,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_036_CA_1_validation,0,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_036,0.96,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_038_CA_1_validation,0,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_038,3.17,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_038_CA_1_validation,1,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_038,3.17,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_038_CA_1_validation,1,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_038,3.17,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_038_CA_1_validation,1,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_038,3.17,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_038_CA_1_validation,0,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_038,3.17,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_038_CA_1_validation,0,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_038,3.17,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_038_CA_1_validation,1,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_038,3.17,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_044_CA_1_validation,3,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_044,1.51,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_044_CA_1_validation,3,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_044,1.51,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_044_CA_1_validation,2,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_044,1.51,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_044_CA_1_validation,1,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_044,1.51,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_044_CA_1_validation,1,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_044,1.51,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_044_CA_1_validation,0,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_044,1.51,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_044_CA_1_validation,4,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_044,1.51,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_047_CA_1_validation,1,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_047,1.56,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_047_CA_1_validation,2,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_047,1.56,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_047_CA_1_validation,3,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_047,1.56,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_047_CA_1_validation,0,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_047,1.56,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_047_CA_1_validation,1,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_047,1.56,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_047_CA_1_validation,1,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_047,1.56,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_047_CA_1_validation,3,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_047,1.56,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_050_CA_1_validation,2,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_050,9.84,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_050_CA_1_validation,0,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_050,9.84,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_050_CA_1_validation,1,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_050,9.84,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_050_CA_1_validation,0,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_050,9.84,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_050_CA_1_validation,1,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_050,9.84,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_050_CA_1_validation,0,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_050,9.84,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_050_CA_1_validation,2,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_050,9.84,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_055_CA_1_validation,0,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_055,7.44,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_055_CA_1_validation,0,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_055,7.44,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_055_CA_1_validation,0,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_055,7.44,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_055_CA_1_validation,2,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_055,7.44,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_055_CA_1_validation,0,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_055,7.44,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_055_CA_1_validation,0,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_055,7.44,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_055_CA_1_validation,0,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_055,7.44,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_058_CA_1_validation,1,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_058,7.97,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_058_CA_1_validation,2,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_058,7.97,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_058_CA_1_validation,3,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_058,7.97,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_058_CA_1_validation,0,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_058,7.97,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_058_CA_1_validation,0,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_058,7.97,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_058_CA_1_validation,0,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_058,7.97,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_058_CA_1_validation,0,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_058,7.97,HOBBIES,1,CA,5,4,1
29-01-2011,HOBBIES_1_061_CA_1_validation,1,11101,Saturday,1,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_061,2.76,HOBBIES,1,CA,4,29,1
30-01-2011,HOBBIES_1_061_CA_1_validation,0,11101,Sunday,2,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_061,2.76,HOBBIES,1,CA,4,30,1
31-01-2011,HOBBIES_1_061_CA_1_validation,0,11101,Monday,3,1,2011,unknown,unknown,unknown,unknown,0,0,0,CA_1,HOBBIES_1_061,2.76,HOBBIES,1,CA,5,31,1
01-02-2011,HOBBIES_1_061_CA_1_validation,0,11101,Tuesday,4,2,2011,unknown,unknown,unknown,unknown,1,1,0,CA_1,HOBBIES_1_061,2.76,HOBBIES,1,CA,5,1,1
02-02-2011,HOBBIES_1_061_CA_1_validation,1,11101,Wednesday,5,2,2011,unknown,unknown,unknown,unknown,1,0,1,CA_1,HOBBIES_1_061,2.76,HOBBIES,1,CA,5,2,1
03-02-2011,HOBBIES_1_061_CA_1_validation,0,11101,Thursday,6,2,2011,unknown,unknown,unknown,unknown,1,1,1,CA_1,HOBBIES_1_061,2.76,HOBBIES,1,CA,5,3,1
04-02-2011,HOBBIES_1_061_CA_1_validation,0,11101,Friday,7,2,2011,unknown,unknown,unknown,unknown,1,0,0,CA_1,HOBBIES_1_061,2.76,HOBBIES,1,CA,5,4,1
